,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
109,2014-05-10 21:00:00,5,7.0,-1.0,,0.0569105691056911,1536.4900000095404,0.0,0.0,154.693,428.0969999999999,0.0,0.0,0.0,0.0,0.0,242.947,0.0,339.493,3.085,,21.464055
110,2014-05-11 11:00:00,6,7.0,,,0.0,1150.468999624252,0.0,0.0,914.1220000000001,415.80100000000004,0.0,0.0,0.0,0.0,8.023,0.0,0.0,0.0,0.0,,17.0
111,2014-05-11 17:00:00,6,7.0,-1.0,1.0,0.0683760683760684,492.4689998626709,0.0,0.0,287.46400000000006,181.60799999999998,0.0,0.0,0.0,0.0,23.086,0.0,0.0,0.0,0.0,,17.0
112,2014-05-11 18:00:00,6,7.0,-1.0,1.0,0.0333333333333333,23.710000038147,0.0,0.0,12.518,0.0,0.0,0.0,0.0,0.0,11.108,0.0,0.0,0.0,0.0,,17.0
113,2014-05-11 21:00:00,6,7.0,-1.0,,0.372881355932203,532.531999588012,0.0,2.0,521.403,236.033,0.0,0.0,0.0,0.0,7.015,0.0,0.0,13.612,0.0,,17.0
114,2014-05-12 09:00:00,0,8.0,-1.0,1.0,0.3,2842.029999017715,0.0,0.0,1286.4310000000003,2111.186,0.0,0.0,0.0,0.0,7.129,22.641,0.0,0.0,0.0,,12.607021944444446
115,2014-05-12 12:00:00,0,7.0,-2.0,0.0,0.0,387.6860003471376,0.0,0.0,306.341,36.135000000000005,0.0,0.0,0.0,0.0,13.034,32.11,0.0,0.0,0.0,,12.607021944444446
116,2014-05-12 15:00:00,0,7.0,0.0,1.0,0.116666666666667,1834.90099978447,0.0,0.0,303.166,388.937,383.575,0.0,0.0,26.142,9.054,389.149,0.0,0.0,5.051,,12.607021944444446
117,2014-05-12 18:00:00,0,7.0,0.0,0.0,0.285714285714286,4376.2049999237015,0.0,0.0,1278.102,1257.83,0.0,0.0,0.0,123.88499999999999,8.028,163.37,0.0,0.0,3.006,,12.607021944444446
118,2014-05-12 21:00:00,0,7.0,-1.0,1.0,0.525,1561.36100029945,0.0,0.0,110.741,1431.3200000000002,0.0,0.0,0.0,0.0,10.053,0.0,0.0,0.0,4.832,,12.607021944444446
